11.363	21.0688	1477010451000000	11.2982	21.1335	-4.87623	0.0441057
10.8903	20.927	1477010451100000	10.8105	21.1259	-4.88053	-0.196643
10.189	21.209	1477010451200000	10.3229	21.0943	-4.87349	-0.434674
9.99634	20.9797	1477010451300000	9.83658	21.0391	-4.85554	-0.669327
9.53921	20.8762	1477010451400000	9.35258	20.9607	-4.82714	-0.899977
8.70331	20.8221	1477010451500000	8.87192	20.8594	-4.78881	-1.12605
8.22277	20.4839	1477010451600000	8.39557	20.7358	-4.74108	-1.34701
7.88599	20.45	1477010451700000	7.92445	20.5903	-4.68453	-1.56237
7.18029	20.392	1477010451800000	7.45939	20.4237	-4.61975	-1.7717
6.81542	20.1859	1477010451900000	7.00119	20.2364	-4.54738	-1.97462
6.38914	20.0137	1477010452000000	6.55059	20.0292	-4.46805	-2.17079
5.86119	19.8306	1477010452100000	6.10823	19.8027	-4.38241	-2.35993
5.69089	19.5755	1477010452200000	5.67472	19.5577	-4.29114	-2.5418
5.17021	19.4397	1477010452300000	5.25059	19.2948	-4.19488	-2.71622
4.89149	18.982	1477010452400000	4.8363	19.015	-4.09432	-2.88305
4.4685	18.834	1477010452500000	4.43224	18.7188	-3.99012	-3.0422
4.26269	18.481	1477010452600000	4.03876	18.4071	-3.88293	-3.19362
3.45919	18.167	1477010452700000	3.65611	18.0807	-3.77339	-3.33732
3.12525	17.7493	1477010452800000	3.28449	17.7402	-3.66215	-3.47331
2.9449	17.8154	1477010452900000	2.92405	17.3866	-3.54982	-3.60167
2.55407	17.0853	1477010453000000	2.57486	17.0205	-3.437	-3.72251
2.25371	16.8334	1477010453100000	2.23695	16.6427	-3.32428	-3.83595
1.88972	16.1054	1477010453200000	1.91027	16.254	-3.21219	-3.94216
1.44745	16.0853	1477010453300000	1.59474	15.8549	-3.10129	-4.04132
1.18395	15.4284	1477010453400000	1.29021	15.4463	-2.99207	-4.13364
0.722706	15.0075	1477010453500000	0.996486	15.0288	-2.88503	-4.21933
0.737301	14.7047	1477010453600000	0.71333	14.603	-2.78061	-4.29864
0.253435	14.2029	1477010453700000	0.440459	14.1696	-2.67925	-4.37181
0.459172	13.6856	1477010453800000	0.177545	13.7292	-2.58135	-4.43909
-0.190344	13.2856	1477010453900000	-0.0757753	13.2823	-2.48728	-4.50075
0.0462308	12.9301	1477010454000000	-0.319903	12.8295	-2.39739	-4.55704
-0.476482	12.3633	1477010454100000	-0.555273	12.3714	-2.31202	-4.60823
-0.582624	12.0386	1477010454200000	-0.78235	11.9083	-2.23144	-4.65456
-1.17212	11.3988	1477010454300000	-1.00163	11.4409	-2.15594	-4.69628
-1.39289	11.0424	1477010454400000	-1.21362	10.9695	-2.08575	-4.73364
-1.49687	10.4198	1477010454500000	-1.41889	10.4945	-2.02111	-4.76686
-1.61875	10.2374	1477010454600000	-1.61797	10.0165	-1.96221	-4.79615
-1.73381	9.71347	1477010454700000	-1.81147	9.53564	-1.90924	-4.82172
-1.93833	8.77028	1477010454800000	-1.99998	9.05243	-1.86233	-4.84374
-2.1768	8.5411	1477010454900000	-2.18412	8.56717	-1.82164	-4.86238
-2.21875	8.15339	1477010455000000	-2.3645	8.0802	-1.78726	-4.87778
-2.59674	7.60288	1477010455100000	-2.54177	7.59184	-1.75931	-4.89006
-2.79865	7.064	1477010455200000	-2.71658	7.10238	-1.73786	-4.89933
-2.74651	6.86867	1477010455300000	-2.88957	6.61214	-1.72295	-4.90566
-2.90217	6.22989	1477010455400000	-3.0614	6.12139	-1.71464	-4.90911
-3.1778	5.53101	1477010455500000	-3.23274	5.63043	-1.71295	-4.9097
-3.43031	5.10507	1477010455600000	-3.40424	5.13955	-1.71787	-4.90745
-3.69435	4.52196	1477010455700000	-3.57657	4.64902	-1.72939	-4.90233
-4.00238	4.04684	1477010455800000	-3.75039	4.15913	-1.74749	-4.8943
-3.88053	3.75177	1477010455900000	-3.92635	3.67019	-1.77212	-4.8833
-4.15119	3.21968	1477010456000000	-4.10509	3.18248	-1.8032	-4.86925
-4.32451	2.55034	1477010456100000	-4.28727	2.69633	-1.84065	-4.85202
-4.61223	2.09192	1477010456200000	-4.47352	2.21205	-1.88436	-4.83149
-4.86829	1.53442	1477010456300000	-4.66444	1.72998	-1.93422	-4.80751
-4.66779	1.28643	1477010456400000	-4.86066	1.25049	-1.99007	-4.7799
-4.85498	0.825661	1477010456500000	-5.06277	0.77393	-2.05174	-4.74848
-5.1231	0.257311	1477010456600000	-5.27133	0.300706	-2.11906	-4.71303
-5.29972	-0.212982	1477010456700000	-5.4869	-0.168772	-2.1918	-4.67335
-5.85359	-0.445801	1477010456800000	-5.71001	-0.634069	-2.26974	-4.62919
-5.87835	-1.26863	1477010456900000	-5.94118	-1.09472	-2.35262	-4.58032
-6.27263	-1.50938	1477010457000000	-6.18087	-1.55025	-2.44014	-4.52648
-6.34007	-2.13685	1477010457100000	-6.42954	-2.00014	-2.532	-4.46742
-6.79288	-2.4458	1477010457200000	-6.68761	-2.44386	-2.62788	-4.40288
-6.8003	-3.10086	1477010457300000	-6.95546	-2.88084	-2.7274	-4.3326
-7.12118	-3.26434	1477010457400000	-7.23344	-3.3105	-2.83017	-4.25632
-7.49009	-3.49081	1477010457500000	-7.52184	-3.73223	-2.93579	-4.1738
-7.88049	-4.29783	1477010457600000	-7.82094	-4.14538	-3.04381	-4.08479
-8.22492	-4.79812	1477010457700000	-8.13095	-4.5493	-3.15376	-3.98906
-8.33552	-5.1059	1477010457800000	-8.45204	-4.94331	-3.26514	-3.88641
-8.91477	-5.51752	1477010457900000	-8.78433	-5.32669	-3.37745	-3.77663
-9.03391	-5.80267	1477010458000000	-9.12788	-5.69872	-3.49012	-3.65955
-9.30811	-5.82368	1477010458100000	-9.4827	-6.05868	-3.60261	-3.53503
-9.62547	-6.55958	1477010458200000	-9.84874	-6.4058	-3.71431	-3.40295
-10.2246	-6.83402	1477010458300000	-10.2259	-6.73933	-3.82463	-3.26321
-10.7616	-7.29159	1477010458400000	-10.614	-7.05849	-3.93293	-3.11577
-11.2219	-7.56979	1477010458500000	-11.0128	-7.36252	-4.03859	-2.96062
-11.0934	-7.6776	1477010458600000	-11.422	-7.65064	-4.14093	-2.79777
-11.5269	-7.8215	1477010458700000	-11.8413	-7.92208	-4.23932	-2.6273
-12.09	-8.08828	1477010458800000	-12.2702	-8.17609	-4.33309	-2.44932
-12.4231	-8.2599	1477010458900000	-12.7082	-8.41193	-4.42156	-2.26399
-13.2911	-8.64594	1477010459000000	-13.1547	-8.62886	-4.50407	-2.07151
-13.384	-8.57583	1477010459100000	-13.6092	-8.82619	-4.57997	-1.87214
-13.9959	-8.99264	1477010459200000	-14.0709	-9.00324	-4.64861	-1.6662
-14.4273	-9.1875	1477010459300000	-14.5391	-9.15936	-4.70936	-1.45402
-15.062	-9.04396	1477010459400000	-15.013	-9.29397	-4.76161	-1.23603
-15.6682	-9.56749	1477010459500000	-15.4916	-9.40649	-4.80476	-1.01269
-16.0862	-9.59819	1477010459600000	-15.9741	-9.49642	-4.83827	-0.784484
-16.4229	-9.37029	1477010459700000	-16.4594	-9.5633	-4.8616	-0.55198
-17.1132	-9.43043	1477010459800000	-16.9464	-9.60673	-4.87427	-0.315773
-17.5448	-9.57485	1477010459900000	-17.4342	-9.62636	-4.87583	-0.0765024
-17.9724	-9.42299	1477010460000000	-17.9216	-9.62194	-4.86588	0.165151
-18.2763	-9.60997	1477010460100000	-18.4074	-9.59325	-4.84408	0.40847
-18.9545	-9.51544	1477010460200000	-18.8904	-9.54017	-4.81012	0.652707
-19.2983	-9.09865	1477010460300000	-19.3694	-9.46265	-4.76378	0.897083
-19.8731	-8.96417	1477010460400000	-19.8431	-9.36071	-4.70487	1.1408
-20.1607	-9.59663	1477010460500000	-20.3102	-9.23446	-4.63328	1.38303
-20.6596	-8.91527	1477010460600000	-20.7696	-9.08409	-4.54895	1.62296
-21.0195	-8.85081	1477010460700000	-21.2198	-8.90987	-4.45191	1.85972
-21.5029	-8.87191	1477010460800000	-21.6597	-8.71217	-4.34224	2.0925
-21.9793	-8.57089	1477010460900000	-22.0881	-8.49143	-4.22007	2.32043
-22.5838	-8.35296	1477010461000000	-22.5035	-8.24817	-4.08564	2.5427
-22.9861	-7.6724	1477010461100000	-22.9049	-7.98301	-3.93923	2.75848
-23.4777	-7.56583	1477010461200000	-23.2911	-7.69663	-3.78118	2.967
-23.5408	-7.36069	1477010461300000	-23.6609	-7.3898	-3.61191	3.16746
-23.9384	-7.26171	1477010461400000	-24.0132	-7.06336	-3.43189	3.35916
-24.2574	-6.4352	1477010461500000	-24.347	-6.71823	-3.24166	3.54138
-24.3008	-6.43799	1477010461600000	-24.6612	-6.35538	-3.0418	3.71347
-25.146	-5.91902	1477010461700000	-24.955	-5.97587	-2.83295	3.87484
-25.1941	-5.64372	1477010461800000	-25.2276	-5.58079	-2.61581	4.02492
-25.5713	-5.10241	1477010461900000	-25.4779	-5.1713	-2.39109	4.16322
-25.6952	-4.89995	1477010462000000	-25.7055	-4.7486	-2.15956	4.2893
-25.9516	-4.26659	1477010462100000	-25.9096	-4.31392	-1.92202	4.40279
-26.1198	-3.67723	1477010462200000	-26.0897	-3.86856	-1.67928	4.50337
-25.9974	-3.24722	1477010462300000	-26.2453	-3.41381	-1.4322	4.59081
-26.1741	-2.87885	1477010462400000	-26.376	-2.95098	-1.18162	4.66493
-26.674	-2.73852	1477010462500000	-26.4815	-2.48143	-0.928411	4.72562
-26.6691	-2.17333	1477010462600000	-26.5616	-2.0065	-0.673434	4.77284
-26.4671	-1.53207	1477010462700000	-26.6161	-1.52753	-0.417552	4.80664
-26.5998	-1.14277	1477010462800000	-26.6451	-1.04586	-0.161616	4.8271
-26.7355	-0.59539	1477010462900000	-26.6485	-0.562811	0.0935412	4.83439
-26.4553	0.0602653	1477010463000000	-26.6264	-0.0796947	0.347104	4.82874
-26.6201	0.57588	1477010463100000	-26.5792	0.402213	0.598287	4.81045
-26.7293	1.06082	1477010463200000	-26.5069	0.881666	0.846334	4.77986
-26.3986	1.42212	1477010463300000	-26.4101	1.35745	1.09053	4.73737
-26.3594	1.79315	1477010463400000	-26.2891	1.82841	1.33018	4.68345
-26.2502	2.18481	1477010463500000	-26.1444	2.29342	1.56467	4.61859
-26.0641	2.80701	1477010463600000	-25.9765	2.75141	1.79339	4.54334
-25.8345	3.42005	1477010463700000	-25.7861	3.20139	2.01582	4.45828
-25.6666	3.63509	1477010463800000	-25.5737	3.64239	2.23146	4.36404
-25.7492	3.99968	1477010463900000	-25.3402	4.07353	2.43989	4.26125
-25.0214	4.52803	1477010464000000	-25.0863	4.49399	2.64071	4.15058
-25.0363	4.88499	1477010464100000	-24.8126	4.90303	2.83361	4.03273
-24.5041	5.35293	1477010464200000	-24.5201	5.29995	3.01833	3.90839
-24.1159	5.61152	1477010464300000	-24.2095	5.68414	3.19464	3.77827
-23.9153	5.94377	1477010464400000	-23.8818	6.05508	3.36239	3.64309
-23.6471	6.29102	1477010464500000	-23.5377	6.41227	3.52148	3.50357
-23.0099	6.86182	1477010464600000	-23.1781	6.75533	3.67185	3.36041
-22.6991	7.063	1477010464700000	-22.804	7.08393	3.8135	3.21431
-22.5083	7.31524	1477010464800000	-22.4161	7.39782	3.94647	3.06598
-22.1947	7.69478	1477010464900000	-22.0154	7.69679	4.07087	2.91607
-21.6473	7.94	1477010465000000	-21.6026	7.98072	4.18681	2.76526
-21.0853	7.83229	1477010465100000	-21.1787	8.24957	4.29447	2.61417
-21.0519	8.50983	1477010465200000	-20.7444	8.50333	4.39406	2.46341
-20.21	8.68914	1477010465300000	-20.3006	8.74206	4.48582	2.31358
-20.0633	8.86724	1477010465400000	-19.848	8.96589	4.57001	2.16524
-19.4861	8.96665	1477010465500000	-19.3873	9.17499	4.64694	2.01891
-18.6786	9.19191	1477010465600000	-18.9193	9.36959	4.71692	1.8751
-18.4242	9.46852	1477010465700000	-18.4446	9.54996	4.78028	1.73429
-17.7736	9.72478	1477010465800000	-17.9639	9.71643	4.83737	1.59691
-17.3436	9.88109	1477010465900000	-17.4777	9.86936	4.88856	1.46338
-16.8876	10.145	1477010466000000	-16.9868	10.0091	4.93421	1.33408
-16.5153	10.3091	1477010466100000	-16.4915	10.1362	4.97469	1.20937
-16.006	10.1843	1477010466200000	-15.9924	10.2511	5.01039	1.08956
-15.5699	10.1904	1477010466300000	-15.4899	10.3543	5.04166	0.974957
-14.9365	10.4722	1477010466400000	-14.9846	10.4462	5.06889	0.865828
-14.4088	10.222	1477010466500000	-14.4766	10.5276	5.09243	0.762418
-13.8049	10.9383	1477010466600000	-13.9665	10.5989	5.11263	0.664944
-13.3556	10.5517	1477010466700000	-13.4545	10.6608	5.12983	0.573603
-12.9591	11.0099	1477010466800000	-12.9409	10.7138	5.14436	0.48857
-12.3713	10.6091	1477010466900000	-12.426	10.7587	5.15651	0.409997
-11.9451	11.0515	1477010467000000	-11.91	10.7961	5.16658	0.338022
-11.4548	10.9407	1477010467100000	-11.393	10.8265	5.17484	0.272761
-10.6009	10.6823	1477010467200000	-10.8753	10.8509	5.18153	0.214317
-10.4142	10.8747	1477010467300000	-10.3569	10.8697	5.18687	0.162776
-9.83445	11.1032	1477010467400000	-9.83809	10.8837	5.19106	0.118212
-9.3066	11.0348	1477010467500000	-9.31887	10.8936	5.19428	0.0806865
-8.78899	11.0707	1477010467600000	-8.79937	10.9001	5.19667	0.050248
-8.62045	10.6577	1477010467700000	-8.27965	10.9039	5.19835	0.0269359
-7.51971	11.0005	1477010467800000	-7.75979	10.9057	5.19942	0.0107791
-7.15631	10.815	1477010467900000	-7.23983	10.9063	5.19994	0.00179692
